ID;Year;DOY;UTC;C;SPDm/s;GSTm/s;Dir
4;2014;001;1445;-6.47;10.49;11.86;071
4;2014;001;1450;-6.45;10.80;13.13;069
4;2014;001;1455;-6.49;11.05;13.52;073
4;2014;001;1500;-6.50;11.03;12.54;068
4;2014;001;1505;-6.55;11.24;12.54;068
4;2014;001;1510;-6.52;11.24;12.94;073
4;2014;001;1515;-6.48;10.63;12.05;072
4;2014;001;1520;-6.40;10.62;12.45;074
4;2014;001;1525;-6.42;11.04;12.05;071
4;2014;001;1530;-6.45;10.58;12.35;066
4;2014;001;1535;-6.41;10.37;11.96;066
4;2014;001;1540;-6.42;10.61;12.05;070
4;2014;001;1545;-6.48;10.71;11.96;069
4;2014;001;1550;-6.47;10.59;11.66;064
4;2014;001;1555;-6.39;10.60;12.25;062
4;2014;001;1600;-6.43;10.30;11.86;065
4;2014;001;1605;-6.45;10.78;12.25;065
4;2014;001;1610;-6.51;10.62;12.15;069
4;2014;001;1615;-6.49;11.04;12.64;070
4;2014;001;1620;-6.42;10.73;12.35;066
4;2014;001;1625;-6.32;10.75;12.94;072
4;2014;001;1630;-6.41;10.84;13.03;067
4;2014;001;1635;-6.53;11.97;13.23;067
4;2014;001;1640;-6.51;10.98;12.84;068
4;2014;001;1645;-6.51;11.71;14.01;070
4;2014;001;1650;-6.67;11.37;13.23;072
4;2014;001;1655;-6.46;11.29;12.74;071
4;2014;001;1700;-6.64;11.82;13.72;068
4;2014;001;1705;-6.69;11.74;13.72;070
4;2014;001;1710;-6.58;11.20;12.74;070
4;2014;001;1715;-6.61;11.77;13.13;073
4;2014;001;1720;-6.50;10.97;12.45;068
4;2014;001;1725;-6.57;11.29;13.03;072
4;2014;001;1730;-6.53;11.09;12.74;067
4;2014;001;1735;-6.50;11.48;13.62;069
4;2014;001;1740;-6.54;11.32;12.94;069
4;2014;001;1745;-6.63;11.17;13.03;066
4;2014;001;1750;-6.45;10.41;12.15;065
4;2014;001;1755;-6.51;11.20;13.03;064
4;2014;001;1800;-6.57;10.90;12.45;057
4;2014;001;1805;-6.56;11.33;12.84;060
4;2014;001;1810;-6.58;11.54;12.54;061
4;2014;001;1815;-6.50;10.77;12.84;057
4;2014;001;1820;-6.48;10.90;12.25;062
4;2014;001;1825;-6.38;10.29;12.94;061
4;2014;001;1830;-6.52;11.10;13.33;051
4;2014;001;1835;-6.53;11.05;12.35;056
4;2014;001;1840;-6.43;10.84;12.15;058
4;2014;001;1845;-6.32;10.63;12.15;056
4;2014;001;1850;-6.41;11.15;12.94;055
4;2014;001;1855;-6.44;10.98;12.45;055
4;2014;001;1900;-6.38;10.66;12.54;054
4;2014;001;1905;-6.36;10.99;13.03;056
4;2014;001;1910;-6.48;11.27;13.72;058
4;2014;001;1915;-6.52;10.87;12.74;053
4;2014;001;1920;-6.32;11.00;13.13;058
4;2014;001;1925;-6.34;11.37;13.03;060
4;2014;001;1930;-6.42;11.40;13.43;059
4;2014;001;1935;-6.47;11.60;13.82;059
4;2014;001;1940;-6.38;11.07;12.84;056
4;2014;001;1945;-6.34;11.63;13.23;056
4;2014;001;1950;-6.33;11.13;12.54;056
4;2014;001;1955;-6.26;10.96;12.35;058
4;2014;001;2000;-6.27;11.42;12.64;047
4;2014;001;2005;-6.25;11.74;13.92;054
4;2014;001;2010;-6.17;11.13;13.03;051
4;2014;001;2015;-6.16;11.37;13.03;050
4;2014;001;2020;-6.16;11.29;12.64;049
4;2014;001;2025;-6.09;11.62;13.03;049
4;2014;001;2030;-6.11;11.33;13.23;048
4;2014;001;2035;-6.06;11.43;13.13;048
4;2014;001;2040;-5.97;11.03;12.64;056
4;2014;001;2045;-5.94;11.30;12.74;048
4;2014;001;2050;-5.77;10.94;13.33;054
4;2014;001;2055;-5.89;11.14;13.03;050
4;2014;001;2100;-5.93;11.67;13.62;054
4;2014;001;2105;-6.01;12.12;13.13;053
4;2014;001;2110;-5.90;11.08;13.13;053
4;2014;001;2115;-5.88;11.43;12.94;055
4;2014;001;2120;-5.91;11.38;13.03;054
4;2014;001;2125;-5.80;11.23;13.33;051
4;2014;001;2130;-5.69;10.40;12.64;055
4;2014;001;2135;-5.82;10.76;12.84;055
4;2014;001;2140;-5.71;11.02;13.43;055
4;2014;001;2145;-5.80;10.95;12.84;051
4;2014;001;2150;-5.86;11.74;13.52;051
4;2014;001;2155;-5.95;11.01;13.43;051
4;2014;001;2200;-5.72;10.83;12.94;054
4;2014;001;2205;-5.86;11.25;12.74;057
4;2014;001;2210;-6.00;11.20;12.74;059
4;2014;001;2215;-5.80;11.22;12.94;061
4;2014;001;2220;-5.87;11.59;13.82;065
4;2014;001;2225;-5.83;11.13;13.33;061
4;2014;001;2230;-5.90;11.83;13.82;066
4;2014;001;2235;-5.91;11.66;14.11;066
4;2014;001;2240;-5.93;11.41;13.23;064
4;2014;001;2245;-5.76;11.27;12.84;059
4;2014;001;2250;-5.83;11.01;12.64;063
4;2014;001;2255;-5.73;11.81;13.72;054
4;2014;001;2300;-5.78;11.49;13.13;066
4;2014;001;2305;-5.68;10.89;13.72;061
4;2014;001;2310;-5.69;10.96;12.84;065
4;2014;001;2315;-5.73;11.40;13.72;063
4;2014;001;2320;-5.76;11.21;13.72;065
4;2014;001;2325;-5.86;12.38;14.31;065
4;2014;001;2330;-5.95;11.53;13.52;066
4;2014;001;2335;-5.89;11.53;13.82;069
4;2014;001;2340;-6.02;11.54;13.52;070
4;2014;001;2345;-6.00;12.08;14.01;067
4;2014;001;2350;-6.08;11.83;13.62;069
4;2014;001;2355;-5.99;11.26;13.92;070
4;2014;002;0000;-6.15;11.69;13.62;071
4;2014;002;0005;-6.02;11.35;13.43;064
4;2014;002;0010;-6.09;11.05;14.01;065
4;2014;002;0015;-6.03;11.00;13.43;071
4;2014;002;0020;-6.14;11.48;13.13;073
4;2014;002;0025;-6.19;11.44;14.21;072
4;2014;002;0030;-6.10;11.45;14.11;073
4;2014;002;0035;-6.16;11.26;13.72;069
4;2014;002;0040;-6.06;10.26;12.35;076
4;2014;002;0045;-6.19;10.51;12.94;075
4;2014;002;0050;-6.23;10.75;12.74;075
4;2014;002;0055;-6.28;10.43;12.84;075
4;2014;002;0100;-6.19;9.75;11.56;074
4;2014;002;0105;-6.33;10.71;12.54;071
4;2014;002;0110;-6.28;11.20;12.84;065
4;2014;002;0115;-6.46;11.41;13.23;069
4;2014;002;0120;-6.33;10.02;12.35;075
4;2014;002;0125;-6.52;11.18;13.52;075
4;2014;002;0130;-6.49;10.83;12.35;078
4;2014;002;0135;-6.48;10.44;12.64;072
4;2014;002;0140;-6.55;10.54;12.15;073
4;2014;002;0145;-6.49;10.30;12.05;072
4;2014;002;0150;-6.54;10.75;12.05;068
4;2014;002;0155;-6.58;10.91;12.54;067
4;2014;002;0200;-6.54;10.45;11.96;066
4;2014;002;0205;-6.51;10.48;12.54;068
4;2014;002;0210;-6.53;10.45;11.96;073
4;2014;002;0215;-6.52;10.19;12.15;069
4;2014;002;0220;-6.54;10.23;12.25;072
4;2014;002;0225;-6.46;9.71;11.47;069
4;2014;002;0230;-6.48;10.04;12.45;064
4;2014;002;0235;-6.57;9.94;11.86;066
4;2014;002;0240;-6.46;9.45;11.76;067
4;2014;002;0245;-6.59;9.92;11.56;059
4;2014;002;0250;-6.59;10.17;12.35;065
4;2014;002;0255;-6.56;10.02;11.47;066
4;2014;002;0300;-6.66;10.48;12.05;067
4;2014;002;0305;-6.64;10.09;11.66;066
4;2014;002;0310;-6.60;10.00;11.96;068
4;2014;002;0315;-6.65;10.32;12.54;064
4;2014;002;0320;-6.57;10.28;12.64;059
4;2014;002;0325;-6.44;9.86;12.15;056
4;2014;002;0330;-6.51;10.27;11.96;056
4;2014;002;0335;-6.50;10.20;12.45;052
4;2014;002;0340;-6.63;10.39;12.45;051
4;2014;002;0345;-6.60;10.53;12.35;061
4;2014;002;0350;-6.60;10.66;12.74;057
4;2014;002;0355;-6.58;10.55;12.35;056
4;2014;002;0400;-6.56;10.47;11.96;055
4;2014;002;0405;-6.59;10.58;12.15;052
4;2014;002;0410;-6.60;10.01;12.35;055
4;2014;002;0415;-6.44;9.98;12.45;048
4;2014;002;0420;-6.55;10.54;12.45;054
4;2014;002;0425;-6.54;10.75;12.25;051
4;2014;002;0430;-6.58;10.11;12.35;054
4;2014;002;0435;-6.50;9.96;11.76;051
4;2014;002;0440;-6.56;10.34;12.15;051
4;2014;002;0445;-6.65;10.79;12.45;051
4;2014;002;0450;-6.65;10.60;12.74;048
4;2014;002;0455;-6.59;10.49;12.94;054
4;2014;002;0500;-6.53;10.19;12.05;057
4;2014;002;0505;-6.58;10.03;11.56;058
4;2014;002;0510;-6.71;10.22;11.66;058
4;2014;002;0515;-6.51;9.63;12.74;051
4;2014;002;0520;-6.64;10.42;12.15;048
4;2014;002;0525;-6.68;10.05;12.25;054
4;2014;002;0530;-6.69;9.77;11.56;052
4;2014;002;0535;-6.66;10.55;13.33;052
4;2014;002;0540;-6.68;10.78;12.25;054
4;2014;002;0545;-6.67;10.43;13.43;057
4;2014;002;0550;-6.67;11.12;13.52;050
4;2014;002;0555;-6.76;11.44;12.94;057
4;2014;002;0600;-6.68;10.53;12.54;059
4;2014;002;0605;-6.81;11.36;13.92;052
4;2014;002;0610;-6.61;10.16;11.96;055
4;2014;002;0615;-6.61;10.71;13.23;056
4;2014;002;0620;-6.70;10.80;13.03;049
4;2014;002;0625;-6.68;10.77;12.64;053
4;2014;002;0630;-6.58;10.75;13.03;062
4;2014;002;0635;-6.54;11.50;14.01;053
4;2014;002;0640;-6.55;10.61;12.64;064
4;2014;002;0645;-6.71;11.61;13.92;060
4;2014;002;0650;-6.63;10.78;12.74;051
4;2014;002;0655;-6.60;10.61;12.54;060
4;2014;002;0700;-6.61;10.21;12.74;059
4;2014;002;0705;-6.68;10.26;12.15;060
4;2014;002;0710;-6.64;10.43;11.86;061
4;2014;002;0715;-6.67;10.37;12.74;058
4;2014;002;0720;-6.66;10.70;12.94;060
4;2014;002;0725;-6.56;11.07;13.92;057
4;2014;002;0730;-6.55;10.60;13.72;053
4;2014;002;0735;-6.54;10.29;12.74;061
4;2014;002;0740;-6.55;11.13;13.13;060
4;2014;002;0745;-6.50;10.49;13.82;052
4;2014;002;0750;-6.56;11.80;14.50;050
4;2014;002;0755;-6.47;10.94;12.64;058
4;2014;002;0800;-6.47;10.95;12.64;064
4;2014;002;0805;-6.47;10.13;13.03;057
4;2014;002;0810;-6.38;11.10;13.33;059
4;2014;002;0815;-6.27;11.03;12.94;057
4;2014;002;0820;-6.25;10.80;12.35;059
4;2014;002;0825;-6.16;10.48;12.64;058
4;2014;002;0830;-6.22;10.72;13.43;061
4;2014;002;0835;-6.26;10.92;13.03;055
4;2014;002;0840;-6.21;10.54;13.43;055
4;2014;002;0845;-6.23;10.64;12.54;053
4;2014;002;0850;-6.14;10.10;12.05;055
4;2014;002;0855;-6.12;10.58;12.45;056
4;2014;002;0900;-6.13;10.13;12.05;053
4;2014;002;0905;-6.03;9.67;12.25;049
4;2014;002;0910;-6.08;10.84;12.84;050
4;2014;002;0915;-6.20;11.04;12.64;049
4;2014;002;0920;-6.14;10.79;13.43;043
4;2014;002;0925;-6.13;11.02;13.52;046
4;2014;002;0930;-6.16;11.00;13.13;048
4;2014;002;0935;-6.11;10.68;12.54;044
4;2014;002;0940;-6.07;10.44;12.54;040
4;2014;002;0945;-6.07;10.75;12.74;042
4;2014;002;0950;-6.13;10.96;12.74;044
4;2014;002;0955;-6.11;11.09;12.64;046
4;2014;002;1000;-6.15;10.88;12.94;043
4;2014;002;1005;-6.18;11.36;13.03;042
4;2014;002;1010;-6.15;11.12;12.25;040
4;2014;002;1015;-6.07;10.92;13.13;043
4;2014;002;1020;-6.05;10.65;12.54;041
4;2014;002;1025;-6.13;11.29;12.84;044
4;2014;002;1030;-6.07;11.06;13.43;041
4;2014;002;1035;-6.09;11.35;12.84;043
4;2014;002;1040;-6.10;11.84;14.01;044
4;2014;002;1045;-5.99;10.81;13.03;041
4;2014;002;1050;-6.04;11.84;14.11;042
4;2014;002;1055;-6.10;12.32;14.31;044
4;2014;002;1100;-6.13;12.02;14.60;044
4;2014;002;1105;-6.09;12.10;14.60;043
4;2014;002;1110;-6.13;12.50;14.80;043
4;2014;002;1115;-6.12;12.37;14.21;041
4;2014;002;1120;-6.18;11.89;14.31;043
4;2014;002;1125;-6.23;12.82;14.90;040
4;2014;002;1130;-6.24;12.74;14.99;038
4;2014;002;1135;-6.19;11.55;14.01;037
4;2014;002;1140;-6.31;13.13;15.48;043
4;2014;002;1145;-6.27;11.94;14.99;041
4;2014;002;1150;-6.39;12.91;14.99;037
4;2014;002;1155;-6.38;12.46;14.80;035
4;2014;002;1200;-6.45;12.92;14.50;038
4;2014;002;1205;-6.53;13.00;14.90;041
4;2014;002;1210;-6.53;13.43;15.78;043
4;2014;002;1215;-6.51;12.50;15.39;038
4;2014;002;1220;-6.59;13.48;15.58;039
4;2014;002;1225;-6.48;12.20;14.11;038
4;2014;002;1230;-6.64;12.72;15.58;042
4;2014;002;1235;-6.67;12.75;14.70;044
4;2014;002;1240;-6.68;13.21;16.07;046
4;2014;002;1245;-6.66;13.04;15.09;043
4;2014;002;1250;-6.68;12.47;14.70;043
4;2014;002;1255;-6.72;12.84;15.58;042
4;2014;002;1300;-6.74;12.37;14.80;040
4;2014;002;1305;-6.72;12.22;14.21;041
4;2014;002;1310;-6.79;12.40;14.70;042
4;2014;002;1315;-6.83;11.91;13.92;036
4;2014;002;1320;-6.92;12.84;15.09;041
4;2014;002;1325;-6.92;13.30;14.99;035
4;2014;002;1330;-6.90;12.31;15.19;041
4;2014;002;1335;-7.02;12.61;14.60;041
4;2014;002;1340;-7.08;12.81;15.09;040
4;2014;002;1345;-7.06;12.04;14.90;037
4;2014;002;1350;-7.10;11.89;14.60;041
4;2014;002;1355;-7.03;11.42;14.90;039
4;2014;002;1400;-7.30;13.03;15.29;037
4;2014;002;1405;-7.17;11.57;13.92;038
4;2014;002;1410;-7.22;12.67;15.29;043
4;2014;002;1415;-7.23;12.80;15.48;039
4;2014;002;1420;-7.39;12.78;15.88;043
4;2014;002;1425;-7.44;13.34;16.17;044
4;2014;002;1430;-7.37;13.64;15.58;035
4;2014;002;1435;-7.41;12.69;14.80;042
4;2014;002;1440;-7.45;12.73;16.17;039
4;2014;002;1445;-7.45;13.01;15.78;038
4;2014;002;1450;-7.56;13.27;15.68;038
4;2014;002;1455;-7.51;12.53;15.19;039
4;2014;002;1500;-7.51;13.42;15.97;036
4;2014;002;1505;-7.62;13.91;16.56;034
4;2014;002;1510;-7.67;12.99;14.99;037
4;2014;002;1515;-7.69;13.35;16.86;039
4;2014;002;1520;-7.65;13.47;15.97;038
4;2014;002;1525;-7.67;13.37;16.17;037
4;2014;002;1530;-7.71;13.21;18.13;041
4;2014;002;1535;-7.68;14.03;16.37;030
4;2014;002;1540;-7.74;13.16;15.97;033
4;2014;002;1545;-7.66;14.09;17.25;033
4;2014;002;1550;-7.75;14.07;15.97;035
4;2014;002;1555;-7.77;14.23;16.37;035
4;2014;002;1600;-7.78;14.06;16.56;034
4;2014;002;1605;-7.77;14.76;16.66;033
4;2014;002;1610;-7.79;14.43;16.86;036
4;2014;002;1615;-7.71;13.93;16.46;037
4;2014;002;1620;-7.61;14.41;16.95;041
4;2014;002;1625;-7.48;14.13;16.66;039
4;2014;002;1630;-7.45;13.73;16.37;035
4;2014;002;1635;-7.55;13.74;16.17;030
4;2014;002;1640;-7.39;13.10;15.58;038
4;2014;002;1645;-7.20;12.76;15.78;039
4;2014;002;1650;-7.32;12.85;15.78;028
4;2014;002;1655;-7.29;12.07;14.50;027
4;2014;002;1700;-7.45;12.69;14.70;032
4;2014;002;1705;-7.41;13.73;16.86;035
4;2014;002;1710;-7.48;13.24;15.29;030
4;2014;002;1715;-7.43;13.34;16.37;036
4;2014;002;1720;-7.22;13.06;15.88;034
4;2014;002;1725;-7.19;13.01;15.29;026
4;2014;002;1730;-7.26;12.57;15.88;029
4;2014;002;1735;-7.18;14.04;16.86;032
4;2014;002;1740;-7.17;13.25;15.68;028
4;2014;002;1745;-7.23;13.66;16.07;027
4;2014;002;1750;-7.17;13.03;15.58;030
4;2014;002;1755;-7.05;12.17;15.09;028
4;2014;002;1800;-7.16;12.09;15.48;031
4;2014;002;1805;-7.20;12.47;15.78;033
4;2014;002;1810;-7.13;11.96;14.80;034
4;2014;002;1815;-7.17;12.10;14.11;027
4;2014;002;1820;-7.16;12.49;14.90;022
4;2014;002;1825;-7.13;11.18;14.11;020
4;2014;002;1830;-7.13;13.16;14.99;029
4;2014;002;1835;-7.32;12.84;15.58;031
4;2014;002;1840;-7.27;12.69;15.29;022
4;2014;002;1845;-7.29;13.57;15.88;029
4;2014;002;1850;-7.34;13.52;16.95;031
4;2014;002;1855;-7.32;13.33;15.78;029
4;2014;002;1900;-7.27;12.27;15.09;021
4;2014;002;1905;-7.30;13.29;16.95;022
4;2014;002;1910;-6.98;12.74;15.29;026
4;2014;002;1915;-6.80;12.79;16.56;019
4;2014;002;1920;-6.96;14.18;16.46;026
4;2014;002;1925;-6.99;12.80;15.97;021
4;2014;002;1930;-6.88;13.84;16.66;022
4;2014;002;1935;-6.91;13.15;16.17;027
4;2014;002;1940;-6.96;12.85;14.99;025
4;2014;002;1945;-6.70;12.51;15.88;024
4;2014;002;1950;-6.66;13.34;16.46;025
4;2014;002;1955;-6.72;12.96;15.78;024
4;2014;002;2000;-6.95;14.41;16.66;015
4;2014;002;2005;-6.98;11.93;15.39;018
4;2014;002;2010;-6.93;13.52;15.97;028
4;2014;002;2015;-6.94;12.90;15.09;023
4;2014;002;2020;-6.92;12.65;16.27;022
4;2014;002;2025;-6.96;11.99;14.60;016
4;2014;002;2030;-6.84;12.38;14.41;021
4;2014;002;2035;-6.93;12.89;14.80;016
4;2014;002;2040;-6.99;12.88;15.58;009
4;2014;002;2045;-6.99;13.58;15.68;021
4;2014;002;2050;-7.16;11.30;14.21;023
4;2014;002;2055;-6.92;11.76;14.90;013
4;2014;002;2100;-6.80;10.64;13.23;012
4;2014;002;2105;-6.90;11.09;14.50;022
4;2014;002;2110;-6.64;11.73;14.90;014
4;2014;002;2115;-6.90;11.31;13.52;014
4;2014;002;2120;-6.81;10.62;13.13;016
4;2014;002;2125;-6.92;11.30;13.13;007
4;2014;002;2130;-7.31;9.46;10.88;346
4;2014;002;2135;-8.13;9.07;10.68;331
4;2014;002;2140;-8.15;8.31;10.09;330
4;2014;002;2145;-8.06;10.08;14.11;325
4;2014;002;2150;-8.37;11.39;13.43;315
4;2014;002;2155;-8.47;12.00;13.72;316
4;2014;002;2200;-8.49;11.33;13.62;315
4;2014;002;2205;-8.55;11.15;13.43;318
4;2014;002;2210;-8.60;10.66;12.64;316
